project_id,state,district,project_type,current_stage,current_stage_index,project_age_days,total_parcels,completed_parcels,total_area,documentation_completeness,legal_dispute,ownership_conflict,compensation_pending_days,pending_approvals,inter_dept_dependency,rr_delay_days,previous_stage_delay_days,number_of_delayed_stages,target_delayed,target_delay_days
LA-1384,Karnataka,Dharwad,Pipeline Project,Project Initiation,0,84,368,107,28.57,74.9,1,1,144,5,1,30,0,0,1,85
LA-1385,Uttar Pradesh,Agra,Dam / Irrigation,R&R and Rehabilitation,8,797,398,398,124.78,91.8,0,0,18,1,0,0,34,0,0,0
LA-1386,Uttar Pradesh,Allahabad,Railway Expansion,Compensation Disbursement,7,433,341,222,1.95,91.0,0,0,0,5,1,2,0,0,0,0
LA-1387,Gujarat,Vadodara,Dam / Irrigation,Land Identification,1,246,96,49,60.4,77.0,0,0,23,5,1,0,5,0,0,0
LA-1388,Maharashtra,Solapur,Industrial Corridor,Land Identification,1,196,467,288,171.4,64.0,0,0,4,2,0,0,0,0,0,0
LA-1389,Odisha,Rourkela,Mining Development,Objection and Legal Review,5,234,52,20,10.59,100.0,0,0,13,3,0,2,0,0,0,0
LA-1390,Rajasthan,Bikaner,Dam / Irrigation,Ownership Verification,4,537,272,197,107.22,98.8,0,0,2,3,1,29,5,0,0,0
LA-1391,Maharashtra,Thane,Railway Expansion,Land Identification,1,552,96,62,196.65,72.5,1,0,73,3,0,55,22,0,1,72
LA-1392,Karnataka,Hubli,Urban Infrastructure,Preliminary Notification,2,631,45,26,217.97,77.1,0,0,25,1,0,0,0,0,0,0
LA-1393,Maharashtra,Nagpur,Mining Development,Ownership Verification,4,48,416,90,76.01,91.0,1,1,165,3,0,0,22,1,1,130
LA-1394,Maharashtra,Kolhapur,Industrial Corridor,Land Identification,1,57,80,43,41.94,88.6,0,0,6,3,0,0,8,0,0,0
LA-1395,Rajasthan,Bikaner,Pipeline Project,Project Initiation,0,526,327,230,211.98,46.9,0,0,1,0,0,0,0,0,0,0
LA-1396,Gujarat,Bhavnagar,Mining Development,Project Initiation,0,327,221,57,67.33,89.8,1,1,169,0,0,0,0,0,1,157
LA-1397,Madhya Pradesh,Sagar,Urban Infrastructure,Survey and Verification,3,489,457,206,73.7,76.2,1,0,87,4,1,49,28,0,1,38
LA-1398,Karnataka,Dharwad,Urban Infrastructure,Compensation Disbursement,7,845,290,189,220.29,34.8,1,1,80,1,0,26,46,4,1,159
LA-1399,Madhya Pradesh,Bhopal,Railway Expansion,Project Initiation,0,375,441,206,167.54,100.0,0,0,8,3,1,10,0,0,0,0
LA-1400,Karnataka,Bengaluru,Pipeline Project,Land Identification,1,848,327,245,90.73,48.7,1,1,76,1,0,0,12,0,1,73
LA-1401,Karnataka,Bengaluru,Dam / Irrigation,Project Initiation,0,692,151,71,93.42,89.7,0,0,13,5,1,24,0,0,0,0
LA-1402,Odisha,Sambalpur,Urban Infrastructure,Compensation Assessment,6,674,231,144,201.66,76.7,0,0,13,3,1,0,0,0,1,19
LA-1403,Uttar Pradesh,Varanasi,Dam / Irrigation,Possession and Handover,10,474,374,213,2.47,79.4,0,1,79,2,0,1,49,3,1,90
LA-1404,Rajasthan,Bikaner,Defense Installation,Objection and Legal Review,5,486,48,34,9.72,67.5,0,0,14,2,0,22,0,0,0,0
LA-1405,Karnataka,Mysuru,Mining Development,R&R and Rehabilitation,8,583,379,329,156.93,100.0,1,0,64,0,0,11,39,3,1,111
LA-1406,Maharashtra,Nagpur,Power Transmission,Final Acquisition,9,616,184,18,75.15,100.0,0,0,18,1,0,0,0,0,0,0
LA-1407,Madhya Pradesh,Sagar,Dam / Irrigation,Objection and Legal Review,5,761,52,45,16.02,53.3,0,0,6,4,1,26,15,0,1,13
LA-1408,Gujarat,Ahmedabad,Urban Infrastructure,Compensation Assessment,6,723,263,244,32.78,58.3,0,0,13,2,1,14,0,0,1,15
LA-1409,Maharashtra,Kolhapur,Industrial Corridor,Compensation Assessment,6,496,25,19,130.93,47.5,0,0,30,2,0,3,17,0,1,27
LA-1410,Uttar Pradesh,Kanpur,Power Transmission,Preliminary Notification,2,527,67,33,11.65,91.8,0,0,9,0,0,6,1,0,0,0
LA-1411,Gujarat,Gandhinagar,Power Transmission,Compensation Disbursement,7,609,346,9,81.64,66.4,0,0,4,3,0,16,6,0,0,0
LA-1412,Odisha,Berhampur,Defense Installation,Land Identification,1,426,297,73,77.56,83.9,0,0,20,0,0,0,5,0,0,0
LA-1413,Karnataka,Bengaluru,Mining Development,Land Identification,1,117,497,497,61.7,90.8,1,0,99,1,0,39,19,0,1,122
LA-1414,Maharashtra,Solapur,Mining Development,Preliminary Notification,2,651,136,89,23.21,61.9,0,1,52,3,0,0,36,0,1,47
LA-1415,Rajasthan,Jodhpur,Power Transmission,Project Initiation,0,816,55,40,80.35,95.0,0,0,0,3,0,22,0,0,0,0
LA-1416,Gujarat,Ahmedabad,Highway Construction,Land Identification,1,237,252,182,7.71,90.3,0,1,55,4,1,30,16,0,1,24
LA-1417,Uttar Pradesh,Meerut,Railway Expansion,Preliminary Notification,2,282,405,252,240.36,84.1,0,1,44,1,0,0,0,0,1,54
LA-1418,Gujarat,Gandhinagar,Power Transmission,Objection and Legal Review,5,698,28,22,17.95,82.2,1,0,71,2,0,79,21,1,1,54
LA-1419,Rajasthan,Bikaner,Mining Development,Objection and Legal Review,5,316,144,0,61.86,87.6,0,0,28,3,0,0,0,0,0,0
LA-1420,Gujarat,Gandhinagar,Urban Infrastructure,Compensation Assessment,6,46,280,63,8.22,80.2,1,0,21,0,0,42,74,2,1,60
LA-1421,Maharashtra,Aurangabad,Defense Installation,Survey and Verification,3,877,118,68,170.3,67.7,0,0,11,0,0,29,0,0,0,0
LA-1422,Karnataka,Hubli,Industrial Corridor,Ownership Verification,4,122,8,6,99.32,92.2,0,0,1,1,0,0,0,0,0,0
LA-1423,Odisha,Rourkela,Mining Development,Land Identification,1,535,482,195,131.01,87.7,0,0,18,2,0,4,3,0,0,0
LA-1424,Odisha,Rourkela,Industrial Corridor,Compensation Assessment,6,898,226,174,30.87,57.6,0,0,14,2,1,0,0,0,1,13
LA-1425,Madhya Pradesh,Bhopal,Industrial Corridor,Project Initiation,0,78,495,397,41.54,79.6,1,1,72,3,0,74,0,0,1,75
LA-1426,Gujarat,Rajkot,Highway Construction,Project Initiation,0,636,271,215,194.05,76.2,0,0,15,2,0,7,0,0,0,0
LA-1427,Madhya Pradesh,Jabalpur,Railway Expansion,Land Identification,1,670,475,300,152.88,73.2,0,0,22,0,0,0,1,0,0,0
LA-1428,Gujarat,Ahmedabad,Railway Expansion,Final Acquisition,9,723,237,47,220.04,87.5,0,0,27,0,0,19,5,0,0,0
LA-1429,Madhya Pradesh,Bhopal,Urban Infrastructure,Land Identification,1,696,69,31,105.54,100.0,0,0,19,4,1,22,0,0,0,0
LA-1430,Karnataka,Belagavi,Pipeline Project,R&R and Rehabilitation,8,220,9,1,36.58,83.4,1,1,120,2,0,0,141,4,1,144
LA-1431,Maharashtra,Nagpur,Urban Infrastructure,Compensation Disbursement,7,230,158,69,104.96,61.1,0,0,6,5,1,21,0,0,0,0
LA-1432,Odisha,Bhubaneswar,Pipeline Project,Objection and Legal Review,5,254,99,32,206.61,98.9,0,0,6,3,0,7,4,0,0,0
LA-1433,Uttar Pradesh,Lucknow,Mining Development,Survey and Verification,3,147,373,300,43.98,82.1,1,1,51,2,0,0,12,0,1,56
LA-1434,Rajasthan,Udaipur,Railway Expansion,Objection and Legal Review,5,51,486,34,155.99,86.8,0,0,14,1,0,7,0,0,0,0
LA-1435,Gujarat,Bhavnagar,Railway Expansion,Survey and Verification,3,151,395,179,134.1,100.0,0,0,19,0,0,13,21,0,0,0
LA-1436,Odisha,Cuttack,Urban Infrastructure,Land Identification,1,283,90,9,161.45,100.0,0,0,6,0,0,0,3,0,0,0
LA-1437,Madhya Pradesh,Gwalior,Pipeline Project,Compensation Assessment,6,561,111,70,215.86,66.5,0,0,8,0,0,18,4,0,0,0
LA-1438,Gujarat,Surat,Power Transmission,Compensation Disbursement,7,465,122,37,155.47,99.9,0,0,2,2,0,9,0,0,0,0
LA-1439,Gujarat,Rajkot,Pipeline Project,Ownership Verification,4,472,55,31,30.09,54.7,1,1,104,3,1,43,48,1,1,127
LA-1440,Karnataka,Hubli,Power Transmission,Ownership Verification,4,339,399,171,195.89,81.1,0,0,27,0,0,24,0,0,0,0
LA-1441,Gujarat,Rajkot,Highway Construction,Survey and Verification,3,513,421,35,78.61,51.3,0,0,6,6,1,0,0,0,1,18
LA-1442,Karnataka,Mangaluru,Industrial Corridor,Project Initiation,0,479,178,115,188.28,100.0,0,0,4,2,0,9,0,0,0,0
LA-1443,Odisha,Berhampur,Power Transmission,Survey and Verification,3,363,37,15,27.61,62.1,1,1,143,3,0,0,2,0,1,73
LA-1444,Maharashtra,Pune,Railway Expansion,Survey and Verification,3,721,237,237,14.83,93.5,1,0,50,0,0,36,17,0,1,69
LA-1445,Gujarat,Surat,Railway Expansion,Compensation Disbursement,7,162,146,115,50.82,62.0,0,1,40,3,0,13,20,3,1,76
LA-1446,Gujarat,Gandhinagar,Industrial Corridor,Objection and Legal Review,5,568,318,273,104.06,70.9,0,0,20,4,1,28,13,0,0,0
LA-1447,Rajasthan,Ajmer,Defense Installation,Ownership Verification,4,498,362,182,227.23,62.2,1,0,68,0,0,58,48,0,1,100
LA-1448,Uttar Pradesh,Lucknow,Railway Expansion,Project Initiation,0,546,332,142,95.6,80.9,0,0,16,0,0,1,0,0,0,0
LA-1449,Karnataka,Mangaluru,Industrial Corridor,Survey and Verification,3,436,76,27,40.76,95.3,1,0,42,3,0,47,18,0,1,37
LA-1450,Maharashtra,Thane,Defense Installation,Project Initiation,0,202,231,95,202.97,75.0,0,1,37,1,0,6,0,0,1,45
LA-1451,Maharashtra,Nagpur,Power Transmission,Survey and Verification,3,484,177,136,205.22,59.5,1,1,126,0,0,0,30,0,1,99
LA-1452,Odisha,Cuttack,Dam / Irrigation,Land Identification,1,75,59,28,100.83,74.6,0,0,17,2,1,12,1,0,0,0
LA-1453,Uttar Pradesh,Lucknow,Defense Installation,Ownership Verification,4,247,57,27,230.59,75.6,0,0,6,3,0,13,1,0,0,0
LA-1454,Madhya Pradesh,Indore,Power Transmission,Preliminary Notification,2,127,440,239,4.9,40.9,0,0,10,2,0,0,0,0,0,0
LA-1455,Madhya Pradesh,Jabalpur,Defense Installation,Survey and Verification,3,553,322,239,124.93,73.7,0,0,28,4,1,3,0,0,0,0
LA-1456,Rajasthan,Jodhpur,Defense Installation,Ownership Verification,4,239,271,184,203.27,73.7,0,0,4,0,0,0,0,0,0,0
LA-1457,Odisha,Bhubaneswar,Industrial Corridor,Compensation Assessment,6,897,40,20,238.44,80.2,1,1,131,3,0,0,0,3,1,138
LA-1458,Maharashtra,Pune,Mining Development,Preliminary Notification,2,881,160,84,159.08,85.4,0,0,6,1,0,7,0,0,0,0
LA-1459,Uttar Pradesh,Varanasi,Railway Expansion,Project Initiation,0,398,223,157,213.58,73.2,0,0,26,3,0,0,0,0,0,0
LA-1460,Madhya Pradesh,Ujjain,Dam / Irrigation,Compensation Disbursement,7,596,105,70,39.1,41.5,0,0,12,3,0,17,11,0,0,0
LA-1461,Madhya Pradesh,Sagar,Urban Infrastructure,Ownership Verification,4,533,458,132,10.19,84.7,0,0,12,3,0,0,0,0,0,0
LA-1462,Madhya Pradesh,Indore,Industrial Corridor,Compensation Disbursement,7,811,479,81,106.3,73.6,0,0,16,3,0,0,0,0,0,0
LA-1463,Odisha,Rourkela,Highway Construction,Survey and Verification,3,744,11,4,29.62,100.0,1,0,56,1,0,0,0,0,1,85
LA-1464,Gujarat,Bhavnagar,Railway Expansion,Land Identification,1,560,330,39,203.65,100.0,1,1,142,0,0,47,0,0,1,134
LA-1465,Karnataka,Hubli,Highway Construction,Ownership Verification,4,202,365,152,34.02,100.0,1,0,89,3,1,0,20,0,1,64
LA-1466,Gujarat,Gandhinagar,Industrial Corridor,Final Acquisition,9,220,449,233,21.88,91.1,0,0,14,0,0,0,76,0,0,0
LA-1467,Maharashtra,Aurangabad,Railway Expansion,Final Acquisition,9,380,113,63,150.94,94.9,0,0,30,1,1,0,6,0,0,0
LA-1468,Odisha,Rourkela,Pipeline Project,Objection and Legal Review,5,514,198,0,218.33,83.1,0,0,7,3,0,30,0,0,0,0
LA-1469,Odisha,Bhubaneswar,Highway Construction,Survey and Verification,3,497,356,147,103.58,94.5,0,0,16,6,1,8,0,0,0,0
LA-1470,Rajasthan,Jaipur,Urban Infrastructure,Land Identification,1,47,224,224,119.29,57.6,0,0,15,2,0,12,0,0,0,0
LA-1471,Karnataka,Dharwad,Railway Expansion,Project Initiation,0,781,259,225,199.31,63.6,0,0,22,1,0,0,0,0,0,0
LA-1472,Madhya Pradesh,Jabalpur,Dam / Irrigation,Land Identification,1,486,87,87,232.29,100.0,0,0,5,0,0,24,14,0,0,0
LA-1473,Uttar Pradesh,Agra,Power Transmission,Land Identification,1,711,397,135,231.0,97.7,0,0,17,4,1,20,1,0,0,0
LA-1474,Karnataka,Dharwad,Defense Installation,Land Identification,1,699,384,284,148.25,88.5,0,0,7,2,0,0,0,0,0,0
LA-1475,Madhya Pradesh,Gwalior,Dam / Irrigation,Compensation Assessment,6,350,344,295,150.6,100.0,0,0,17,4,1,6,0,0,0,0
LA-1476,Madhya Pradesh,Jabalpur,Urban Infrastructure,Ownership Verification,4,178,168,159,77.57,99.8,0,0,4,3,1,0,16,0,0,0
LA-1477,Odisha,Berhampur,Pipeline Project,Preliminary Notification,2,676,363,10,184.06,81.4,0,0,25,1,0,10,16,0,0,0
LA-1478,Odisha,Sambalpur,Defense Installation,Objection and Legal Review,5,336,392,297,98.14,67.5,0,0,17,2,0,0,0,0,0,0
LA-1479,Uttar Pradesh,Allahabad,Industrial Corridor,Project Initiation,0,747,88,27,120.87,94.6,0,0,18,6,1,0,0,0,0,0
LA-1480,Rajasthan,Jodhpur,Industrial Corridor,Compensation Assessment,6,853,54,21,236.29,81.7,0,1,51,0,0,0,0,2,1,72
LA-1481,Madhya Pradesh,Jabalpur,Dam / Irrigation,Preliminary Notification,2,672,447,161,204.64,78.8,0,0,9,2,1,22,0,0,0,0
LA-1482,Gujarat,Vadodara,Highway Construction,Land Identification,1,152,335,139,175.83,99.2,1,1,104,3,0,0,9,0,1,104
LA-1483,Karnataka,Belagavi,Dam / Irrigation,R&R and Rehabilitation,8,445,390,239,224.45,83.4,0,0,16,0,0,26,0,0,0,0
LA-1484,Rajasthan,Ajmer,Dam / Irrigation,Ownership Verification,4,35,5,4,62.46,51.6,1,1,72,6,1,19,6,1,1,123
LA-1485,Madhya Pradesh,Jabalpur,Dam / Irrigation,Project Initiation,0,620,23,14,47.42,66.4,0,0,22,1,0,3,0,0,0,0
LA-1486,Rajasthan,Ajmer,Mining Development,Ownership Verification,4,251,47,21,236.21,100.0,0,0,17,3,0,8,0,0,0,0
LA-1487,Rajasthan,Ajmer,Industrial Corridor,Final Acquisition,9,102,219,68,205.48,43.7,0,0,22,1,0,11,0,0,0,0
LA-1488,Gujarat,Ahmedabad,Industrial Corridor,Land Identification,1,109,449,143,199.63,100.0,0,0,10,1,0,20,8,0,0,0
LA-1489,Rajasthan,Kota,Railway Expansion,Land Identification,1,831,287,148,68.13,90.1,0,0,26,2,0,25,0,0,0,0
LA-1490,Uttar Pradesh,Varanasi,Dam / Irrigation,Compensation Assessment,6,383,341,161,32.03,85.3,0,0,28,1,0,27,0,0,0,0
LA-1491,Maharashtra,Kolhapur,Urban Infrastructure,Compensation Disbursement,7,754,161,161,159.09,100.0,0,0,14,1,0,11,0,0,0,0
LA-1492,Odisha,Rourkela,Railway Expansion,Ownership Verification,4,679,497,497,233.14,90.0,0,1,21,0,0,23,66,1,1,28
LA-1493,Karnataka,Belagavi,Railway Expansion,Survey and Verification,3,445,315,135,112.44,84.8,1,1,160,0,0,55,46,0,1,223
LA-1494,Rajasthan,Jodhpur,Railway Expansion,Survey and Verification,3,405,153,80,53.66,93.5,0,0,3,0,0,10,0,0,0,0
LA-1495,Karnataka,Dharwad,Defense Installation,Compensation Disbursement,7,252,187,174,74.94,100.0,0,0,28,0,0,0,0,0,0,0
LA-1496,Maharashtra,Nashik,Urban Infrastructure,Project Initiation,0,769,245,210,99.14,88.6,1,1,80,3,1,70,0,0,1,115
LA-1497,Odisha,Rourkela,Railway Expansion,Land Identification,1,479,73,15,225.3,71.2,0,1,49,3,1,0,0,0,1,30
LA-1498,Karnataka,Hubli,Railway Expansion,Compensation Assessment,6,461,72,8,27.88,44.1,0,0,24,3,0,24,0,0,0,0
LA-1499,Rajasthan,Udaipur,Mining Development,Project Initiation,0,43,153,87,107.52,84.3,0,0,19,3,0,23,0,0,0,0
LA-1500,Madhya Pradesh,Indore,Mining Development,Land Identification,1,221,442,107,57.73,82.1,0,0,6,2,1,0,10,0,0,0
LA-1501,Rajasthan,Kota,Highway Construction,Ownership Verification,4,310,177,89,107.05,100.0,0,0,13,2,1,16,0,0,0,0
LA-1502,Maharashtra,Aurangabad,Railway Expansion,Objection and Legal Review,5,305,151,0,25.64,53.8,0,0,0,1,0,1,21,0,1,18
LA-1503,Uttar Pradesh,Kanpur,Power Transmission,R&R and Rehabilitation,8,144,26,17,146.85,100.0,1,1,114,0,0,0,13,4,1,90
LA-1504,Karnataka,Mangaluru,Railway Expansion,Preliminary Notification,2,106,286,128,189.96,100.0,0,0,4,3,0,1,0,0,0,0
LA-1505,Odisha,Berhampur,Urban Infrastructure,Preliminary Notification,2,404,361,304,238.97,54.9,1,0,38,2,0,0,24,0,1,48
LA-1506,Karnataka,Mangaluru,Pipeline Project,Compensation Assessment,6,731,86,63,143.19,55.4,0,0,16,2,1,12,0,0,1,18
LA-1507,Odisha,Berhampur,Pipeline Project,Project Initiation,0,545,487,120,220.96,76.2,1,1,59,1,0,42,0,0,1,72
LA-1508,Rajasthan,Jodhpur,Mining Development,Preliminary Notification,2,148,155,85,204.07,98.6,0,0,17,6,1,0,0,0,0,0
LA-1509,Odisha,Rourkela,Industrial Corridor,Land Identification,1,778,489,125,158.76,93.0,0,0,24,3,0,0,0,0,0,0
LA-1510,Madhya Pradesh,Indore,Pipeline Project,Objection and Legal Review,5,255,466,117,115.12,76.5,0,0,23,1,0,23,7,0,0,0
LA-1511,Odisha,Cuttack,Industrial Corridor,Land Identification,1,613,470,194,181.21,52.9,1,0,56,3,1,21,8,0,1,50
LA-1512,Madhya Pradesh,Bhopal,Defense Installation,Land Identification,1,423,410,380,241.61,49.6,0,1,24,0,0,7,15,0,1,53
LA-1513,Odisha,Rourkela,Railway Expansion,Ownership Verification,4,237,15,9,74.54,100.0,0,0,7,0,0,1,23,0,0,0
LA-1514,Madhya Pradesh,Jabalpur,Dam / Irrigation,Land Identification,1,31,61,43,70.81,85.4,1,0,97,1,0,76,6,0,1,57
LA-1515,Maharashtra,Nashik,Dam / Irrigation,Ownership Verification,4,212,474,201,125.06,76.0,0,0,28,2,1,21,0,0,0,0
LA-1516,Karnataka,Bengaluru,Highway Construction,Land Identification,1,182,170,138,248.7,92.4,1,0,106,2,1,40,0,0,1,99
LA-1517,Gujarat,Rajkot,Pipeline Project,Compensation Disbursement,7,740,302,166,178.87,100.0,1,0,85,0,0,0,21,3,1,77
LA-1518,Karnataka,Bengaluru,Industrial Corridor,Preliminary Notification,2,400,240,231,242.97,100.0,0,1,38,2,0,0,16,0,1,55
LA-1519,Rajasthan,Jaipur,Dam / Irrigation,Project Initiation,0,150,344,104,148.68,87.9,0,0,30,0,0,13,0,0,0,0
LA-1520,Rajasthan,Jaipur,Dam / Irrigation,Ownership Verification,4,404,405,279,161.39,90.5,0,1,38,3,0,0,38,1,1,42
LA-1521,Karnataka,Bengaluru,Dam / Irrigation,R&R and Rehabilitation,8,545,368,257,68.32,91.7,0,0,8,2,0,0,30,0,0,0
LA-1522,Maharashtra,Thane,Defense Installation,Objection and Legal Review,5,158,89,77,106.34,81.2,1,1,117,3,0,0,0,2,1,124
LA-1523,Odisha,Rourkela,Highway Construction,Survey and Verification,3,275,142,65,21.72,92.4,0,0,24,1,1,29,0,0,0,0
LA-1524,Odisha,Sambalpur,Highway Construction,Compensation Assessment,6,79,364,364,168.83,79.7,0,0,9,3,1,30,13,0,0,0
LA-1525,Madhya Pradesh,Bhopal,Mining Development,Preliminary Notification,2,856,492,365,179.76,100.0,1,0,51,0,0,29,0,0,1,60
LA-1526,Rajasthan,Bikaner,Dam / Irrigation,Ownership Verification,4,543,25,25,97.21,53.1,0,0,10,3,0,0,0,0,0,0
LA-1527,Rajasthan,Ajmer,Railway Expansion,Preliminary Notification,2,186,87,83,88.67,29.1,1,1,130,2,0,42,0,0,1,82
LA-1528,Gujarat,Vadodara,Pipeline Project,Ownership Verification,4,695,230,189,92.0,62.6,0,0,11,1,0,27,0,0,0,0
LA-1529,Uttar Pradesh,Lucknow,Defense Installation,Survey and Verification,3,548,197,123,39.97,45.3,0,0,20,2,0,1,23,0,1,22
LA-1530,Gujarat,Rajkot,Railway Expansion,Compensation Assessment,6,387,173,147,151.29,56.8,0,0,29,3,1,0,7,0,1,25
LA-1531,Maharashtra,Aurangabad,Pipeline Project,Compensation Assessment,6,69,114,92,13.99,100.0,0,0,18,5,1,1,40,0,0,0
LA-1532,Karnataka,Mangaluru,Power Transmission,Survey and Verification,3,288,463,183,225.46,49.2,1,0,86,1,1,63,8,0,1,87
LA-1533,Rajasthan,Udaipur,Defense Installation,R&R and Rehabilitation,8,523,170,53,183.72,54.8,0,1,27,1,0,0,57,2,1,67
LA-1534,Rajasthan,Kota,Dam / Irrigation,Compensation Disbursement,7,541,220,94,150.44,66.4,1,0,36,1,0,32,0,3,1,43
LA-1535,Karnataka,Belagavi,Highway Construction,Compensation Disbursement,7,409,63,56,93.59,100.0,1,0,62,2,0,63,1,3,1,72
LA-1536,Gujarat,Vadodara,Defense Installation,Land Identification,1,679,259,173,187.61,69.4,0,1,23,0,0,0,28,0,1,39
LA-1537,Gujarat,Gandhinagar,Highway Construction,Compensation Assessment,6,713,405,123,56.37,77.3,1,1,101,2,0,90,66,3,1,165
LA-1538,Odisha,Sambalpur,Industrial Corridor,Preliminary Notification,2,34,128,40,154.26,97.1,1,1,139,3,0,0,4,0,1,204
LA-1539,Gujarat,Surat,Defense Installation,Preliminary Notification,2,775,436,377,190.66,95.3,0,1,63,3,0,25,32,0,1,36
LA-1540,Uttar Pradesh,Agra,Railway Expansion,Project Initiation,0,125,237,143,158.8,84.7,0,0,2,1,0,18,0,0,0,0
LA-1541,Karnataka,Mysuru,Power Transmission,Ownership Verification,4,228,326,208,6.27,70.6,0,0,24,1,0,0,7,0,0,0
LA-1542,Maharashtra,Nagpur,Railway Expansion,Project Initiation,0,139,254,181,171.99,78.6,1,1,111,4,1,28,0,0,1,98
LA-1543,Odisha,Cuttack,Dam / Irrigation,Final Acquisition,9,335,270,180,128.18,100.0,1,1,86,0,0,51,19,3,1,162
LA-1544,Rajasthan,Jaipur,Urban Infrastructure,R&R and Rehabilitation,8,171,244,143,128.41,87.5,0,0,11,2,0,0,57,0,0,0
LA-1545,Gujarat,Surat,Power Transmission,Preliminary Notification,2,207,254,76,149.28,93.2,0,0,18,4,1,0,21,0,0,0
LA-1546,Uttar Pradesh,Kanpur,Railway Expansion,Ownership Verification,4,651,155,17,237.62,73.1,0,0,28,3,0,1,8,0,0,0
LA-1547,Madhya Pradesh,Gwalior,Defense Installation,Preliminary Notification,2,60,168,70,53.84,100.0,0,0,11,1,1,11,14,0,0,0
LA-1548,Madhya Pradesh,Gwalior,Industrial Corridor,Final Acquisition,9,605,30,21,247.57,95.4,1,1,116,1,0,0,83,4,1,136
LA-1549,Uttar Pradesh,Meerut,Defense Installation,Ownership Verification,4,272,463,463,133.6,89.8,0,0,0,0,0,0,31,0,0,0
LA-1550,Maharashtra,Nashik,Pipeline Project,Land Identification,1,127,206,52,74.96,79.2,0,0,11,0,0,12,1,0,0,0
LA-1551,Karnataka,Bengaluru,Urban Infrastructure,Land Identification,1,662,483,28,172.22,79.9,1,1,144,0,0,27,4,0,1,102
LA-1552,Maharashtra,Aurangabad,Railway Expansion,Preliminary Notification,2,300,459,447,159.41,70.1,0,0,14,4,1,3,14,0,0,0
LA-1553,Karnataka,Bengaluru,Mining Development,Land Identification,1,570,290,207,161.96,83.2,0,0,2,2,0,8,6,0,0,0
LA-1554,Odisha,Cuttack,Railway Expansion,R&R and Rehabilitation,8,106,439,0,55.09,88.2,1,1,85,1,0,73,41,4,1,179
LA-1555,Madhya Pradesh,Indore,Defense Installation,Preliminary Notification,2,222,13,3,223.58,76.3,1,1,107,1,0,0,36,0,1,137
LA-1556,Gujarat,Vadodara,Power Transmission,Ownership Verification,4,151,30,9,105.94,88.8,0,0,1,0,0,14,0,0,0,0
LA-1557,Uttar Pradesh,Agra,Defense Installation,Land Identification,1,210,463,384,16.93,63.6,0,0,30,0,0,3,0,0,0,0
LA-1558,Maharashtra,Aurangabad,Industrial Corridor,Preliminary Notification,2,665,182,53,72.35,76.3,0,0,15,1,0,0,0,0,0,0
LA-1559,Maharashtra,Nashik,Dam / Irrigation,Preliminary Notification,2,545,465,0,166.67,100.0,0,0,21,2,0,2,0,0,0,0
LA-1560,Gujarat,Vadodara,Highway Construction,Survey and Verification,3,211,28,21,247.61,100.0,0,1,67,4,1,0,9,0,1,73
LA-1561,Odisha,Cuttack,Railway Expansion,Ownership Verification,4,132,428,267,88.48,100.0,0,0,17,0,0,0,0,0,0,0
LA-1562,Odisha,Berhampur,Pipeline Project,Preliminary Notification,2,145,189,113,51.97,45.3,0,1,42,3,0,21,1,0,1,63
LA-1563,Karnataka,Bengaluru,Power Transmission,Objection and Legal Review,5,671,488,418,10.75,65.3,0,0,21,3,0,11,0,0,0,0
LA-1564,Madhya Pradesh,Sagar,Urban Infrastructure,Preliminary Notification,2,884,353,353,156.14,67.4,0,0,0,3,0,15,0,0,1,13
LA-1565,Uttar Pradesh,Lucknow,Power Transmission,Project Initiation,0,45,343,222,34.86,68.9,0,0,15,2,0,9,0,0,0,0
LA-1566,Uttar Pradesh,Meerut,Mining Development,Project Initiation,0,188,132,61,203.02,100.0,0,1,38,2,0,0,0,0,0,0
LA-1567,Maharashtra,Aurangabad,Power Transmission,Survey and Verification,3,641,161,142,21.86,67.7,0,1,41,2,0,21,30,0,1,46
LA-1568,Rajasthan,Kota,Defense Installation,Compensation Assessment,6,128,19,12,191.81,94.5,0,0,13,3,0,14,19,0,0,0
LA-1569,Maharashtra,Solapur,Dam / Irrigation,Project Initiation,0,659,69,21,101.03,100.0,0,0,28,3,0,0,0,0,0,0
LA-1570,Odisha,Berhampur,Pipeline Project,Compensation Disbursement,7,889,269,152,36.47,83.2,1,1,95,1,0,54,3,4,1,92
LA-1571,Karnataka,Dharwad,Dam / Irrigation,Preliminary Notification,2,338,271,207,118.7,62.1,0,0,2,0,0,0,0,0,0,0
LA-1572,Odisha,Berhampur,Pipeline Project,Ownership Verification,4,430,444,229,36.99,90.6,0,0,17,3,0,0,3,0,0,0
LA-1573,Maharashtra,Pune,Dam / Irrigation,Land Identification,1,868,346,191,200.06,81.5,0,0,9,5,1,21,0,0,0,0
LA-1574,Gujarat,Rajkot,Defense Installation,Preliminary Notification,2,181,146,113,125.41,100.0,1,0,104,3,0,33,18,0,1,105
LA-1575,Madhya Pradesh,Jabalpur,Mining Development,Ownership Verification,4,94,197,196,45.5,100.0,1,1,111,3,0,68,31,1,1,96
LA-1576,Uttar Pradesh,Agra,Urban Infrastructure,Preliminary Notification,2,632,170,115,190.1,80.8,0,0,1,3,0,0,4,0,0,0
